t,var,len_analytical_edge_states,Wtotal,figure_id,left_edge_indicator,right_edge_indicator
-1.4240506329113924,0.569620253164557,0,0,211,-1.3544720900426818e-14,4.6629367034256464e-15
-1.4240506329113924,0.5810126582278481,0,0,212,-8.881784197001213e-15,5.551115123125767e-15
-1.4240506329113924,0.5924050632911393,0,0,213,-7.105427357600977e-15,3.5527136788004946e-15
-1.4240506329113924,0.6037974683544304,0,0,214,-9.76996261670133e-15,7.771561172376066e-15
-1.4240506329113924,0.6151898734177215,0,0,215,-9.5479180117763e-15,5.107025913275707e-15
-1.4240506329113924,0.6265822784810127,0,0,216,-5.995204332975827e-15,3.330669073875464e-15
-1.4240506329113924,0.6379746835443038,0,0,217,-8.437694987151153e-15,3.996802888650556e-15
-1.4240506329113924,0.649367088607595,0,0,218,-2.664535259100372e-15,4.884981308350677e-15
-1.4240506329113924,0.660759493670886,0,0,219,-2.4424906541753412e-15,5.107025913275707e-15
-1.4240506329113924,0.6721518987341772,0,0,220,-9.76996261670133e-15,4.884981308350677e-15
-1.4240506329113924,0.6835443037974683,0,0,221,-1.176836406102659e-14,3.330669073875464e-15
-1.4240506329113924,0.6949367088607595,0,0,222,-6.217248937900858e-15,6.4392935428258874e-15
-1.4240506329113924,0.7063291139240506,0,0,223,-7.549516567451036e-15,4.884981308350677e-15
-1.4240506329113924,0.7177215189873418,0,0,224,-3.5527136788004946e-15,5.7731597280507974e-15
-1.4240506329113924,0.7291139240506329,0,0,225,-1.110223024625156e-15,3.5527136788004946e-15
-1.4240506329113924,0.740506329113924,0,0,226,-2.2204460492503107e-15,8.881784197001213e-15
-1.4240506329113924,0.7518987341772152,0,0,227,-1.554312234475218e-15,9.103828801926243e-15
-1.4240506329113924,0.7632911392405063,0,0,228,0.0,9.32587340685127e-15
-1.4240506329113924,0.7746835443037975,0,0,229,0.0,1.0436096431476416e-14
-1.4240506329113924,0.7860759493670886,0,0,230,0.0,5.7731597280507974e-15
-1.4240506329113924,0.7974683544303798,0,0,231,0.0,4.218847493575586e-15
-1.4240506329113924,0.8088607594936709,0,0,232,0.0,3.1086244689504336e-15
-1.4240506329113924,0.8202531645569621,0,0,233,0.0,6.217248937900858e-15
-1.4240506329113924,0.8316455696202532,0,0,234,0.0,2.4424906541753412e-15
-1.4240506329113924,0.8430379746835444,0,0,235,0.0,9.32587340685127e-15
-1.4240506329113924,0.8544303797468354,0,0,236,0.0,6.661338147750917e-15
-1.4240506329113924,0.8658227848101265,0,0,237,0.0,2.8865798640254027e-15
-1.4240506329113924,0.8772151898734177,0,0,238,0.0,6.883382752675947e-15
-1.4240506329113924,0.8886075949367088,0,0,239,0.0,5.329070518200737e-15
-1.4240506329113924,0.9,0,0,240,0.0,1.9984014443252798e-15
-1.3860759493670887,0.0,1,1,241,-1.9984014443252798e-15,0.9325303245017987
-1.3860759493670887,0.01139240506329114,1,1,242,-6.4392935428258874e-15,0.9070592962487954
-1.3860759493670887,0.02278481012658228,1,1,243,-3.774758283725525e-15,0.8807005972203319
-1.3860759493670887,0.03417721518987342,1,1,244,-7.549516567451036e-15,0.853439721359802
-1.3860759493670887,0.04556962025316456,1,1,245,-1.2656542480726704e-14,0.8252647176211707
-1.3860759493670887,0.056962025316455694,1,1,246,-7.105427357600977e-15,0.7961665647113557
-1.3860759493670887,0.06835443037974684,1,1,247,-3.5527136788004946e-15,0.766139550477147
-1.3860759493670887,0.07974683544303797,1,1,248,-7.771561172376066e-15,0.7351816483077186
-1.3860759493670887,0.09113924050632911,1,1,249,-2.2204460492503107e-15,0.7032948820386643
-1.3860759493670887,0.10253164556962026,1,1,250,-9.5479180117763e-15,0.6704856702690358
-1.3860759493670887,0.11392405063291139,1,1,251,-3.5527136788004946e-15,0.6367651408298142
-1.3860759493670887,0.12531645569620253,1,1,252,-2.664535259100372e-15,0.6021494064168107
-1.3860759493670887,0.13670886075949368,1,1,253,-3.1086244689504336e-15,0.5666597930452622
-1.3860759493670887,0.14810126582278482,1,1,254,-3.996802888650556e-15,0.5303230135412655
-1.3860759493670887,0.15949367088607594,1,1,255,-1.0436096431476416e-14,0.4931712770712138
-1.3860759493670887,0.17088607594936708,1,1,256,-8.881784197001213e-15,0.45524231681295085
-1.3860759493670887,0.18227848101265823,1,1,257,-6.4392935428258874e-15,0.4165792805954428
-1.3860759493670887,0.19367088607594937,1,1,258,-5.551115123125767e-15,0.3772302913777329
-1.3860759493670887,0.20506329113924052,1,1,259,-3.330669073875464e-15,0.3372469962451215
-1.3860759493670887,0.21645569620253163,1,1,260,-5.329070518200737e-15,0.2966797434512217
-1.3860759493670887,0.22784810126582278,1,1,261,-1.3100631690576762e-14,0.2555614245848511
-1.3860759493670887,0.23924050632911392,1,1,262,-3.774758283725525e-15,0.2138539012074528
-1.3860759493670887,0.25063291139240507,1,1,263,-7.105427357600977e-15,0.17127208250966847
-1.3860759493670887,0.2620253164556962,1,1,264,-2.2204460492503107e-15,0.12667391199128067
-1.3860759493670887,0.27341772151898736,1,1,265,-4.6629367034256464e-15,0.0751042850002976
-1.3860759493670887,0.2848101265822785,1,1,266,-2.8865798640254027e-15,1.0658141036401446e-14
-1.3860759493670887,0.29620253164556964,1,1,267,-3.1086244689504336e-15,7.549516567451036e-15
-1.3860759493670887,0.30759493670886073,0,0,268,-3.996802888650556e-15,4.440892098500617e-15
-1.3860759493670887,0.3189873417721519,0,0,269,-4.440892098500617e-15,4.6629367034256464e-15
-1.3860759493670887,0.330379746835443,0,0,270,-5.551115123125767e-15,7.771561172376066e-15
-1.3860759493670887,0.34177215189873417,0,0,271,-3.1086244689504336e-15,5.551115123125767e-15
-1.3860759493670887,0.3531645569620253,0,0,272,-2.664535259100372e-15,1.0436096431476416e-14
-1.3860759493670887,0.36455696202531646,0,0,273,-2.8865798640254027e-15,5.551115123125767e-15
-1.3860759493670887,0.3759493670886076,0,0,274,-2.664535259100372e-15,6.661338147750917e-15
-1.3860759493670887,0.38734177215189874,0,0,275,-4.218847493575586e-15,9.5479180117763e-15
-1.3860759493670887,0.3987341772151899,0,0,276,-3.330669073875464e-15,3.5527136788004946e-15
-1.3860759493670887,0.41012658227848103,0,0,277,-1.9984014443252798e-15,8.659739592076183e-15
-1.3860759493670887,0.4215189873417722,0,0,278,-8.659739592076183e-15,3.5527136788004946e-15
-1.3860759493670887,0.43291139240506327,0,0,279,-2.2204460492503107e-15,9.76996261670133e-15
-1.3860759493670887,0.4443037974683544,0,0,280,-5.551115123125767e-15,6.4392935428258874e-15
-1.3860759493670887,0.45569620253164556,0,0,281,-2.2204460492503107e-15,6.883382752675947e-15
-1.3860759493670887,0.4670886075949367,0,0,282,-9.103828801926243e-15,5.995204332975827e-15
-1.3860759493670887,0.47848101265822784,0,0,283,-2.664535259100372e-15,6.661338147750917e-15
-1.3860759493670887,0.489873417721519,0,0,284,-2.664535259100372e-15,4.6629367034256464e-15
-1.3860759493670887,0.5012658227848101,0,0,285,-3.330669073875464e-15,8.215650382226125e-15
-1.3860759493670887,0.5126582278481012,0,0,286,-9.992007221626358e-15,5.329070518200737e-15
-1.3860759493670887,0.5240506329113924,0,0,287,-3.774758283725525e-15,6.661338147750917e-15
-1.3860759493670887,0.5354430379746835,0,0,288,-7.327471962526006e-15,4.218847493575586e-15
-1.3860759493670887,0.5468354430379747,0,0,289,-4.218847493575586e-15,3.5527136788004946e-15
-1.3860759493670887,0.5582278481012658,0,0,290,-9.5479180117763e-15,2.8865798640254027e-15
-1.3860759493670887,0.569620253164557,0,0,291,-3.774758283725525e-15,6.4392935428258874e-15
-1.3860759493670887,0.5810126582278481,0,0,292,-2.8865798640254027e-15,3.330669073875464e-15
-1.3860759493670887,0.5924050632911393,0,0,293,-9.5479180117763e-15,4.6629367034256464e-15
-1.3860759493670887,0.6037974683544304,0,0,294,-7.549516567451036e-15,1.1990408665951618e-14
-1.3860759493670887,0.6151898734177215,0,0,295,-1.2656542480726704e-14,4.218847493575586e-15
-1.3860759493670887,0.6265822784810127,0,0,296,-9.992007221626358e-15,3.330669073875464e-15
-1.3860759493670887,0.6379746835443038,0,0,297,-4.440892098500617e-15,7.993605777301096e-15
-1.3860759493670887,0.649367088607595,0,0,298,-5.329070518200737e-15,4.6629367034256464e-15
-1.3860759493670887,0.660759493670886,0,0,299,-1.332267629550179e-14,3.996802888650556e-15
-1.3860759493670887,0.6721518987341772,0,0,300,-1.9984014443252798e-15,4.218847493575586e-15
-1.3860759493670887,0.6835443037974683,0,0,301,-1.1546319456101562e-14,5.329070518200737e-15
-1.3860759493670887,0.6949367088607595,0,0,302,-2.4424906541753412e-15,6.4392935428258874e-15
